Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Pernanbuco;Paudalho;CARTÓRIO DO 2º OFICIO DE PAUDALHO;Certidão de Protesto;E-mail;100
Pernanbuco;Paulista;1ª SERVENTIA NOTARIAL DE PAULISTA;Certidão de Protesto;E-mail;100
Pernanbuco;Paulista;2ª SERVENTIA NOTARIAL DE PAULISTA;Certidão de Protesto;E-mail;100
Pernanbuco;Pedra;TABELIONATO DE NOTAS, PROTESTO E OFÍCIO DE REGISTROS PÚBLICOS;Certidão de Protesto;E-mail;100
Pernanbuco;Pesqueira;TABELIONATO DE NOTAS E PROTESTO DE PESQUEIRA;Certidão de Protesto;E-mail;100
Pernanbuco;Petrolandia;Oficio Registral e Notarial de Petrolândia;Certidão de Protesto;E-mail;100
Pernanbuco;Petrolina;1 SERVENTIA NOTARIAL DE PETROLINA E 2 DE PROTESTO;Certidão de Protesto;E-mail;100
Pernanbuco;Petrolina;SEGUNDA SERVENTIA NOTARIAL DE PETROLINA;Certidão de Protesto;E-mail;100
Pernanbuco;Poção;CARTÓRIO ÚNICO - POÇÃO;Certidão de Protesto;E-mail;100
Pernanbuco;Pombos;SERVENTIA REGISTRAL E NOTARIAL DE POMBOS;Certidão de Protesto;E-mail;100
Pernanbuco;Primavera;SERVENTIA REGISTRAL E NOTARIAL DE PRIMAVERA;Certidão de Protesto;E-mail;100
Pernanbuco;Quipapá;CARTÓRIO ÚNICO DE QUIPAPÁ;Certidão de Protesto;E-mail;100
Pernanbuco;Quixabá;SERVENTIA REGISTRAL E NOTARIAL DE QUIXABA;Certidão de Protesto;E-mail;100
Pernanbuco;Recife;1 TABELIONATO DE PROTESTO RECIFE;Certidão de Protesto;E-mail;100
Pernanbuco;Recife;2º TABELIONATO DE PROTESTO DE TÍTULOS;Certidão de Protesto;E-mail;100
Pernanbuco;Recife;3 TABELIONATO DE PROTESTO DE RECIFE;Certidão de Protesto;E-mail;100
Pernanbuco;Recife;4º TABELIONATO DE PROTESTO DE RECIFE;Certidão de Protesto;E-mail;100
Pernanbuco;Riacho das Almas;Serventia Notarial e Registral;Certidão de Protesto;E-mail;100
Pernanbuco;Ribeirão;Cartorio do Oficio Unico de Ribeirao;Certidão de Protesto;E-mail;100
Pernanbuco;Rio Formoso;SERVENTIA REGISTRAL E NOTARIAL DE RIO FORMOSO;Certidão de Protesto;E-mail;100
Pernanbuco;Sairé;SERVENTIA REGISTRAL E NOTARIAL DE SAIRÉ;Certidão de Protesto;E-mail;100
