Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Minas Gerais;Esmeraldas;Tabelionato de Protesto de Titulos - Esmeraldas;Certidão de Protesto;E-mail;100
Minas Gerais;Espera Feliz;1º Tabelionato de Protesto de Titulos - Espera Feliz;Certidão de Protesto;E-mail;100
Minas Gerais;Espinosa;1º Tabelionato de Protesto de Titulos - Espinosa;Certidão de Protesto;E-mail;100
Minas Gerais;Estrela do Sul;Tabelionato de Protesto de Títulos e Documentos da Comarca de Estrela do Sul;Certidão de Protesto;E-mail;100
Minas Gerais;Eugenópolis;1º Tabelionato de Protesto de Titulos - Eugenopolis;Certidão de Protesto;E-mail;100
Minas Gerais;Extrema;1º Tabelionato de Protesto de Titulos - Extrema;Certidão de Protesto;E-mail;100
Minas Gerais;Ferros;1º Tabelionato de Protesto de Titulos - Ferros;Certidão de Protesto;E-mail;100
Minas Gerais;Formiga;1º Tabelionato de Protesto de Títulos - Formiga;Certidão de Protesto;E-mail;100
Minas Gerais;Francisco Sá;1º Tabelionato de Protesto de Titulos - Francisco Sa;Certidão de Protesto;E-mail;100
Minas Gerais;Frutal;Oficio do 1º Tabelionato de Protestos de Títulos da Comarca de Frutal;Certidão de Protesto;E-mail;100
Minas Gerais;Galiléia;Tabelionato de Notas e Protesto de Títulos e Registro Civil das Pessoas Naturais de Galileia;Certidão de Protesto;E-mail;100
Minas Gerais;Governador Valadares;1º Tabelionato de Protesto de Titulos - Governador Valadares;Certidão de Protesto;E-mail;100
Minas Gerais;Grão Mogol;Tabelionato de Notas e Protesto de Títulos - Grao Mogol;Certidão de Protesto;E-mail;100
Minas Gerais;Guanhães;1º Tabelionato de Protesto de Titulos - Guanhaes;Certidão de Protesto;E-mail;100
Minas Gerais;Guapé;1º Tabelionato de Protesto de Titulos - Guape;Certidão de Protesto;E-mail;100
Minas Gerais;Guaranésia;Tabelionato de Protesto de Titulos - Guaranesia;Certidão de Protesto;E-mail;100
Minas Gerais;Guarani;1º Tabelionato de Protesto de Titulos - Guarani;Certidão de Protesto;E-mail;100
Minas Gerais;Guaxupé;1º Tabelionato de Protesto de Titulos - Guaxupe;Certidão de Protesto;E-mail;100
Minas Gerais;Ibiá;1º Tabelionato de Protesto de Titulos - Ibia;Certidão de Protesto;E-mail;100
Minas Gerais;Ibiraci;1º Tabelionato de Protesto de Titulos - Ibiraci;Certidão de Protesto;E-mail;100
Minas Gerais;Ibirité;1º Tabelionato de Protesto de Titulos - Ibirite;Certidão de Protesto;E-mail;100
Minas Gerais;Igarapé;1º Tabelionato de Protestos de Títulos da Comarca de Igarape;Certidão de Protesto;E-mail;100
Minas Gerais;Iguatama;1º Tabelionato de Protesto de Titulos - Iguatama;Certidão de Protesto;E-mail;100
Minas Gerais;Inhapim;Tabelionato de Protesto de Títulos e Outros Documentos de Dívida da Comarca de Inhapim;Certidão de Protesto;E-mail;100
Minas Gerais;Ipanema;2º Tabelionato de Notas e Protesto de Títulos de Ipanema;Certidão de Protesto;E-mail;100
Minas Gerais;Ipatinga;1º Tabelionato de Protesto de Titulos - Ipatinga;Certidão de Protesto;E-mail;100
Minas Gerais;Itabira;1º Tabelionato de Protesto de Titulos - Itabira;Certidão de Protesto;E-mail;100
